ss	seed	unique	Min Helix	Generation
.................((((.((((((....((.(((.((((...)))).)))..))..)))))).....(((......)))(((((((((........))))))))).((((......)))).....................)))).	linearbp	1021	2	MFE
...............((((((((....)).))).)))...(((((((((...))))..(((...)))((((((((.(((((((((((....))))))))).)).......(((.....))).......))).)))))......)))))..	linearbp	995	2	MFE
..............(((.(((((......)))))))).(((.((..(((((((((((.((......)).)))))......((((((....))))))..........))))))..)).)))......((((.((((...)).)).))))..	linearbp	1031	2	MFE
(((((((((((((.((.((....)).)).)))))).((((((.((((.((.....)).)))).)))).)))))))))...(((((....((((((......)))))).....(((..........)))..........))))).......	linearbp	1118	2	MFE
((((((((.((..((.........))..))))))).)))..........((((.(((((((.(((((.((((((((((....)).))))))))(((((.(((((((.....))))).))....))))).))))).))).)))).))))..	linearbp	1129	2	MFE
(((((((....((((............))))....)))))))....(((((.....(((.((..((((......)))).)).)))..((((((((((((((((...))))))))....))))))))...))))).(((......)))...	linearbp	1596	2	MFE
.((((......))))..((((((.(((......))).))...)))).......(((((....((((.......))))..((((((....)))))).............((...((((......))))...))(((...))))))))....	linearbp	462	2	MFE
........(((((((((((((.(((((....))))).))...........(((....))).............((........)).)))))))..))))...(((((...........(((((.((...))..)))))..))))).....	linearbp	321	2	MFE
...........(((((..((((....)))))))))(((.........(((((....(((((.....))))).....(((...((((((((.(((.((......))))).))))).)))...)))...))))).........)))......	linearbp	1572	2	MFE
((((((((..(((..............((((.(((.......))).))))....((((...((((...)))).))))((((((.........(((.........))).........))))))..)))..)).))).)))...........	linearbp	1666	2	MFE
...((((.(((((....)))))...)))).........((..((((((((((....(((((..........)))))...)))))).......))))..)).......((((((((.((..(((....))).....)).))))))))....	linearbp	1283	2	MFE
....(((((((.....(((.....)))..)))))))..((((((.(((((.((((((((.(((((((......((.((.(((.(((((..........))))).))).)).))......)))))))))))))))..))))).))))))..	linearbp	1300	2	MFE
..(((((((.((.(((((.(((((...((((.(((((((((((((..((.(((......(((......))).....))).))..))))...........))))))..)))))))..)))..))..)))))..)).)).))))).......	linearbp	234	2	MFE
.....((((((.(((((.((((((((((..(((((..........)))))...)))))))).))...........(((((((.((((..(((....)))..))))..))))))))))))...))))))..(((....)))..........	linearbp	1800	2	MFE
..(((((....)))))(((((......((((((...((............))...))))))......((((....))))..............(((((...((.(((((..........))))))))))))))))).(((.....)))..	linearbp	1196	2	MFE
(((......(((...............)))((((((((.(((((..(((....(((((((((((((.....))).)))))))).))....))).))))).))))))))(((((((((.....)))))))))......)))..........	linearbp	1175	2	MFE
.(((((((....((.......((((..(((((.(((((((.((((((......((.....)).......)))).((((...))))..............)).)))..)))).)))))...)))).....)))))))))............	linearbp	603	2	MFE
((((((((........(((((......)))))..((((((((.....((.(((....))))).....)))))))).......))))))))....(((((((....))).))))(((((.((((......)))))))))............	linearbp	2486	2	MFE
.............(((((((......(((.((((((((.....((((((......))))))....(((((((........))))))).((.((((((((((.....)))))..))))))).))))))))..)))..))))))).......	linearbp	1944	2	MFE
...........(((((.......)))))....((((.((((...((....(((....((((((...(((....)))......))).))))))...))...)))).)))).(((((.((((((.((....)).))))))))).))......	linearbp	862	2	MFE
........((((((..(((((((((......)))))))))...((((....(((.((.........)).))).......((((......))))......))))........))))))..((((.......))))................	linearbp	1080	2	MFE
.....(((.....)))...((((((((...(((((...)))))......((((......))))...(((((((((((...)))).))))))).......((((....))))..))))))))...((.(((((((......))))))).))	linearbp	1681	2	MFE
...........(((((.((((...(((((..........)))))....(((((.....((((((((((((...((((......))))...)).))).)))))))(((.....))))))))........))))..)))))...........	linearbp	1523	2	MFE
.((((((.....((.((((.....(((.((........)).)))......)))).))))))))....(((((((.((((....((.(((((((((((..........))))))))))).))....))))))).)))).............	linearbp	2009	2	MFE
..(((................((((((....)))..)))....(((..((((((...((((...(((...((......)).))).)))).))))))....))).................((((.(((....)))))))......)))..	linearbp	990	2	MFE
....((((((((.((.(((.........((((((((.......))))))))........(((((((((((..............((((.(((.........))))))).)))))))))))((...)).......)))..)))))))))).	linearbp	696	2	MFE
..((((((..((...((((.(((.(((.......((((((...))))))......))))))))))...)).(((((.....))))).....(((..(((..(((....)))..)))..)))........))))))...............	linearbp	1391	2	MFE
.........(((((..((((.(((((((((..((((.(((...)))...))))......((((((....)))).))(((........)))..))))))((((.....)))).((((..(((.....)))..))))))).))))..)))))	linearbp	914	2	MFE
..........(((..(((((((..(((....((((..((((...((((....))))...))))..))))...))).)))))))))).......(((.....(((((....)))))((....((((((......)))))).))..)))...	linearbp	0	2	MFE
..........(((.(((..(((((........((((((((........)))))))).........((((((((....((.(((((........))))).))........)))))))).......))))).....))).))).........	linearbp	2088	2	MFE
(((((((....)))))))..((((((((.((..(((((..((((.((((..((....((((((....))))))....))..))))))))((((..((((((.((....((((...))))..)).))))))))))))))).))))))))))	linearbp	1708	2	MFE
.(((((((...((((.......))))...))).)))).(((((.((((((......((((...))))......)))))))))))..((.(((((.(((((..((((((((.((((.....))))))))))))...))))).))))).)).	linearbp	2849	2	MFE
..............((.((.(((.((((((...................((((((..((((......)))).))))))....((.(((((....(((........))).......))))).))........)))))).))))))).....	linearbp	1020	2	MFE
.((((((......)).((((.(((......))).))))((((((...........))))))((((.........))))......))))...(((((((((((.......)))))..(((.(((.....))).))).......))))))..	linearbp	802	2	MFE
.((((.((.(((((.......((((((((.((....)).)))))))).((((((((.(((((..((((.(((....))).))))))).)).))))))))..((((.....(((((.......)))))......))))))))).)).))))	linearbp	2504	2	MFE
.((((..(((((((...............))))))).........(((((.((((...)))))))))...(((....)))........)))).((((.....))))..(((.((.(((((.((...))))))).)).)))..........	linearbp	876	2	MFE
...........((((((((((...(((((((((((((((..((..(((...)))..)).))))............)))))(((.(((.((((......)))))))..)))...............))))))...))))))))))......	linearbp	1435	2	MFE
....((((...)))).((((.((((((...((.(((........))).))((((..((.....)))))).......((((...)))).)))))))))).....((((((((((......(((....))).....)))))...)))))...	linearbp	654	2	MFE
.((.(((((((.......((((((......)))))).......((((((((((((.((((((..((((.(((((...((....)).)))))...))))..)))))).)))....)))))))))...))))))).))..............	linearbp	1646	2	MFE
..(((((......(((....)))((.((((.....))))..)).........(((((((..((((..(((......))).))))..)))))))..(((((..........))))).............((((......)))).)))))..	linearbp	882	2	MFE
....((((.((..(((((((((......)))))))))))))))......((((.((((..(((((.........(((...(((((.((........)).)))))..)))...(((..........))).....))))))))).))))...	linearbp	1496	2	MFE
.......((((...........((((((....))))))...........))))((((.((.((.((.(((.........((.((((((.........(((.....)))....)))))))).........))).)).)).)).))))....	linearbp	459	2	MFE
......(((((((.((((.(((((((((............))))).............((((.(((.(((((....))))))))))))....((.(((....))))).....(((........))))))).)))).))).......))))	linearbp	808	2	MFE
......(((((((.((((((...)))))))))))))......(((((.(((((((((((((((((..............)))))))........((((..........))))..)))).))))..)).))))).................	linearbp	3216	2	MFE
..........((((((((...((((.....(((..((.((((((((((.(((.((((.(((.....))).)))).)))))))))).))).))...)))))))))))))))((((..(((.((...)).)))..)))).............	linearbp	2040	2	MFE
.(((((.(((....((((((...((.....((((((((((.((.........)).))))...))))))((((...........))))....(((((((((...)))))))))))....))))))...))).)))))..............	linearbp	938	2	MFE
...((.((((((..((((((((.(((...............))).)))))...((((((..(((...((((((.........))))))...)))..))))))...))).)))))).))((((((....)).)))).((((....))))..	linearbp	1229	2	MFE
(((.....))).((((((((.((((...(((............))).))))..))))))))..............((((....))))..(((..((..((..(((.((((..................)))).)))..))...))..)))	linearbp	958	2	MFE
.........((((((....(((((......)))))......)))))).((((.....((((..(((..((((((.((...(((.(((.(((((.(((....))).)))))))).)))))))))))..)))...)))).....))))....	linearbp	2823	2	MFE
......((((..(((((((((((((((((......))))))))))).((((((..((((((((((.((....)).)))))...(((.((.((......)))).)))........)))))))))))..........)))))))))).....	linearbp	1814	2	MFE
(((((..(((((.....)))))...((((...((((((((....))))))))..))))..((((((((((.((.....)))))))((((((.(((((((..(((.......)))...)))).))).))))))......))))).))))).	linearbp	1742	2	MFE
(((..((.(((.(((............)))))).))..)))...(((((((..((((....((((........)))))))).....((((((((((((......))....)))))...)))))...((((...)))))))))))......	linearbp	843	2	MFE
....................(((((((......((((((....))))))......(((((...................)))))....(((((((..((.(((.....))).))..))))))).(((((....))))).)))))))....	linearbp	4040	2	MFE
((((.((((((..((((....))))...(((........)))......(((.(((.((((((.(((((......))).)).))))))....))).)))...............)))))).))))..((.(((......))))).......	linearbp	1050	2	MFE
.......((((........((((((((.....)))))))).......(((((....)))))..((((.(((..(((((.........((((((....))))))....((.((.((......)).))))....)))))..)))))))))))	linearbp	1118	2	MFE
....(((((..............))))).((...((((......(((((...)))))(((((((.((((((((((.((..(((....)))....)).))))))))))...........)))))))..((((........)))))))))).	linearbp	507	2	MFE
(((((......)))))((((...))))..(((((..((.(((..((((((((.((((((((((...)))))((((....))))..((((....(((((.......))))).....)))))))))))))))))...)))))..)))))...	linearbp	1716	2	MFE
.........(((((.((..(((..(((.((((....................(((....)))(((((.((.((((..((((((((((.....)))))...))))).)))).))))))))))).)))...))).)).........))))).	linearbp	853	2	MFE
.(((..((((((..(((((((((...((((.....))))))))......)))))..))...)))).)))..((((((((((.(((((((((((......)))))))))..((((......))))...)).))))))))))..........	linearbp	1005	2	MFE
(((((((((((((((.((((((........)))))).)).))).)))((((.(((.....))).)))).(((((((((.(((......))))))))))))((((..((....))....))))............))))))).........	linearbp	1398	2	MFE
.((((((....)))))).....(((((((((..((((((..(((...((((((......))))))....((.((((................))))))....)))...)))))).......)))).)))))..(((((((...)))))))	linearbp	1601	2	MFE
...((((..(((....)))....(((((((.(((((.(((((((.((.((((((...)))))).))..)))........)))).))))).)))))))............(((.((.....((((((...)))))).....)).)))))))	linearbp	1324	2	MFE
(((.((((...(((..((((((((.....)))))((((((......)))))).(((.(((...........)))..)))....(((((((((((((..((........))..))))))..))))))).))))))...)))).))).....	linearbp	1207	2	MFE
..((((.(((....(((((((.((((..((..(((....)))..))..))))...))))......(((((((......))))))))))..)))))))((((....(((((((((((.(((....))))))).)))))))......)))).	linearbp	1249	2	MFE
............((((.......((((....)))).((.(((.((.....))))).))((((((......((((..((((.......))))..))...)).....))))))..((.((((.(((.....))).)))).))....))))..	linearbp	247	2	MFE
.((((((((...................))))))))(((....)))......(((((((((......))))))..((((.....))))......((((........)))).))).(((.((((((..((.....)).)))).)).)))..	linearbp	648	2	MFE
...(((((.((((.......)))).))).))......((..(((((.(((((((.((((((..((((.........))))...))))..)))))))))...((.((.(((((....))))).)).))...........)))))..))...	linearbp	732	2	MFE
............((((((.....((((((....(((((....((......(((((((.(((.....))).....(((((((.(((((.........)))))))))))))))))))...))))))))))))))))))).............	linearbp	1153	2	MFE
.((.((..(((((((((((((.......)))...)))).)).)))))).))((((((.......(((..((((((((......)))..)))))..)))..))))))...(((((..(((((..(((.....))).)))))..)))))...	linearbp	756	2	MFE
((((.(((...((.(((..(((((((((((........(((((....)))))(((......))).)))))...............(((((((..(((.............)))..)))))))......))))))))).))..))))))).	linearbp	1703	2	MFE
....((((((((.(((..(((.((((.(((......)))(((.((((((.(((((((((......((((....))))..((((.((.......))))))....))))))))).)))))).))))))).)))))).))))...))))....	linearbp	1265	2	MFE
.........(((.((.....)).)))(((..(((.(((((((((((....(((((((........)))))))....))))))......)))))..)))...))).(((((.(((..((((((......))..)))).)))..)).)))..	linearbp	588	2	MFE
.(((((.(((((((((.((((((.((((((.(((.((((....((((..................))))..))))))).)))))).))....)))).))))....)))))(((..(((((((.......))))).))....)))))))).	linearbp	1373	2	MFE
...(((((..((((.(((((((..((...(((....(((((((((....)))..)))))))))))..))))))))))).......)))))(((((.((..(((((((......((((......))))....)))))))..))..))))).	linearbp	1286	2	MFE
((((.((((........))))(((((.....)))))..((((((.......)).))))...(((.(((((....(((.((((...((((...........................)))))))).)))....)))))...)))))))...	linearbp	1313	2	MFE
......((((.....((((((.......))))))))))....................(((((..(((....(((..((...(((((.......)))))...))..))))))....)))))...(((.(((((.....))))))))....	linearbp	1540	2	MFE
.........................(((((((((.(((.((((.((((((...)))))))).)).....(((..(((((((....)))))))..)))...(((((((((..............))))))...)))))).))).)))))).	linearbp	1414	2	MFE
.............(((((..((((((((((((((((((.......))))))))((((....))))(((..(((((.((..((.....((((.((.....)).)))).))..)).)))))..)))....))))....))))))..))))).	linearbp	1177	2	MFE
.......(((((((...((.((((.((((((..((((......))))..)).)).)).)))).))...)).)))))...(((.((((..((((((..(((((((.((..........)).)))))))))))))..........)))))))	linearbp	750	2	MFE
...(((((.....)))))......(((((.((((..(((..(((..((((((((.((.((.......)).)).)))).......(((((....)))))..))))..)))..)))(((..........)))...........)))))))))	linearbp	1200	2	MFE
....(((((.((.(((((((...((((((((((((((((((..(((..............)))..))).)))..))))))))).))))))))...(((...((((................))))...))).......)).))..)))))	linearbp	1226	2	MFE
....(((((...(((........((((((...((((((((((((((...........))).))....)))).)).))).....)))))).....(((((....))))).....))))))))..........((((.....))))......	linearbp	992	2	MFE
.........((..((((((.(((..((.........))..)))...))))))))((.((((((.......)))))).)).......(((..(((((((.((......(((((((..........)))))))....))))))))).)))..	linearbp	687	2	MFE
..((((((...((...(((((((..((.((((((.((((((...)))))).)).......(((((.((....))))))).......)))).))...)))))))))....((.((....))))))))))((((..(((...)))))))...	linearbp	91	2	MFE
((((((....)))).)).(((((...(((.(((.......(((((((....(((((...)))))......))))))).(((((((.((((((.((....(((......)))...)).))))))..)))))))..))).))).)))))...	linearbp	1817	2	MFE
..((((((..((......(((.(((((.(((..(((((((((((.....)))).......................((....)).....)))))))))).))))).)))......))..)))))).(((...(((......)))...)))	linearbp	1337	2	MFE
((......))....((((((.......))))))......((((.....((((.(((((...........((((((..(((((...)))))...))))))....(((((...((((...))))...)))))..))))).))))....))))	linearbp	974	2	MFE
((((((..((((..((((((..(((((..(((((..((((.....))))...)))))..))))))))))).((((....))))...))))..))...........(((((...))))).))))(((((((((((...))).)))))))).	linearbp	1123	2	MFE
........(((((((.....((((.((((..((((.....((((...(((..((((((..........((((..(((........)))))))))))))..)))....)))).....)))).)))).)))).....)).))))).......	linearbp	2287	2	MFE
....((((..(((((((....((((((.....))))))....(((.((((((..(((....((((....)))))))..)))).))...)))...((((..((((.....))))..)))).((((......))))))))))).....))))	linearbp	1201	2	MFE
